UID,ID,Tipster,Date,Track,Horse,Bet Type,Odds,Result,TipsterActive
15130,415,Tipster O,15/10/2015,Brighton,Ferentina,Win,29,Lose,TRUE
15131,416,Tipster O,15/10/2015,Brighton,Burning Thread,Win,7,Lose,TRUE
15132,417,Tipster O,15/10/2015,Chelmsford,Red Stripes,Win,21,Lose,TRUE
15133,418,Tipster O,15/10/2015,Chelmsford,Munsarim,Win,21,Lose,TRUE
15134,419,Tipster O,15/10/2015,Chelmsford,The Happy Hammer,Win,11,Lose,TRUE
15135,420,Tipster O,16/10/2015,Haydock,Mukaynis,Win,21,Win,TRUE
15136,421,Tipster O,16/10/2015,Haydock,Altharoos,Win,34,Lose,TRUE
15137,422,Tipster O,16/10/2015,Redcar,Jebel Tara,Win,15,Lose,TRUE
15138,423,Tipster O,16/10/2015,Haydock,Braes Of Lochalsh,Win,21,Lose,TRUE
15139,424,Tipster O,16/10/2015,Wolverhampton,Zed Candy Girl,Win,17,Lose,TRUE
15140,425,Tipster O,17/10/2015,Ascot,Madame Chiang,Win,21,Lose,TRUE
15141,426,Tipster O,17/10/2015,Ascot,Halation,Win,26,Lose,TRUE
15142,427,Tipster O,17/10/2015,Catterick,Sellingallthetime,Win,12,Win,TRUE
15143,428,Tipster O,17/10/2015,Wolverhampton,Liberty Red,Win,26,Lose,TRUE
15144,429,Tipster O,17/10/2015,Wolverhampton,Kantara Castle,Win,15,Lose,TRUE
15145,430,Tipster O,18/10/2015,Bath,Snow Conditions,Win,9,Lose,TRUE
15146,431,Tipster O,18/10/2015,Bath,Zenafire,Win,8,Lose,TRUE
15147,432,Tipster O,18/10/2015,Bath,Spellmaker,Win,21,Lose,TRUE
15148,433,Tipster O,18/10/2015,Bath,Ajig,Win,15,Lose,TRUE
15149,434,Tipster O,19/10/2015,Windsor,Secret Look,Win,19,Lose,TRUE
15150,435,Tipster O,19/10/2015,Pontefract,Ellas Honour,Win,15,Lose,TRUE
15151,436,Tipster O,19/10/2015,Windsor,Shifting Star,Win,9,Win,TRUE
15152,437,Tipster O,19/10/2015,Windsor,Squire,Win,11,Lose,TRUE
15153,438,Tipster O,19/10/2015,Pontefract,Miss Mullberry,Win,15,Lose,TRUE
15154,439,Tipster O,20/10/2015,Lingfield,Suuki,Win,51,Lose,TRUE
15155,440,Tipster O,20/10/2015,Windsor,Another Boy,Win,17,Lose,TRUE
15156,441,Tipster O,20/10/2015,Windsor,Guishan,Win,13,Lose,TRUE
15157,442,Tipster O,20/10/2015,Windsor,Dolphin Village,Win,21,Lose,TRUE
15158,443,Tipster O,20/10/2015,Lingfield,Age Of Elegance,Win,13,Lose,TRUE
15159,444,Tipster O,21/10/2015,Newmarket,Southdown Lad,Win,13,Win,TRUE
15160,445,Tipster O,21/10/2015,Kempton,Noble Master,Win,34,Lose,TRUE
15161,446,Tipster O,21/10/2015,Kempton,Lus Buddy,Win,17,Lose,TRUE
15162,447,Tipster O,21/10/2015,Kempton,Sakada,Win,15,Lose,TRUE
15163,448,Tipster O,21/10/2015,Kempton,Lyfka,Win,34,Lose,TRUE
15164,449,Tipster O,22/10/2015,Chelmsford,Sennockian Song,Win,40,Lose,TRUE
15165,450,Tipster O,22/10/2015,Chelmsford,Jassur,Win,13,Win,TRUE
15166,451,Tipster O,22/10/2015,Chelmsford,Bold Prediction,Win,17,Lose,TRUE
15167,452,Tipster O,22/10/2015,Chelmsford,Royal Silk,Win,11,Lose,TRUE
15168,453,Tipster O,22/10/2015,Chelmsford,Elusive Ellen,Win,13,Lose,TRUE
15169,454,Tipster O,23/10/2015,Doncaster,Clear Spring,Win,17,Lose,TRUE
15170,455,Tipster O,23/10/2015,Doncaster,Hardstone,Win,12,Lose,TRUE
15171,456,Tipster O,23/10/2015,Newbury,Goring,Win,17,Lose,TRUE
15172,457,Tipster O,23/10/2015,Newbury,Albonny,Win,23,Lose,TRUE
15173,458,Tipster O,24/10/2015,Newbury,Silvery Moon,Win,15,Lose,TRUE
15174,459,Tipster O,24/10/2015,Chelmsford,Murdanova,Win,21,Lose,TRUE
15175,460,Tipster O,24/10/2015,Chelmsford,Lacan,Win,13,Lose,TRUE
15176,461,Tipster O,25/10/2015,Wincanton,Panis Angelicus,Win,10,Win,TRUE
15177,462,Tipster O,25/10/2015,Aintree,Any Currency,Win,17,Lose,TRUE
15178,463,Tipster O,25/10/2015,Aintree,Jackofhearts,Win,34,Lose,TRUE
15179,464,Tipster O,25/10/2015,Wincanton,Brinestine,Win,26,Lose,TRUE
15180,465,Tipster O,26/10/2015,Leicester,Spirit Of The Law,Win,13,Lose,TRUE
15181,466,Tipster O,26/10/2015,Hamilton,Kirkham,Win,17,Lose,TRUE
15182,467,Tipster O,26/10/2015,Leicester,Magic Dancer,Win,15,Lose,TRUE
15183,468,Tipster O,26/10/2015,Redcar,Eagle Empire,Win,13,Lose,TRUE
15184,469,Tipster O,26/10/2015,Redcar,Coiste Bodhar,Win,21,Lose,TRUE
15185,470,Tipster O,27/10/2015,Catterick,Straightothepoint,Win,13,Lose,TRUE
15186,471,Tipster O,27/10/2015,Catterick,Shahdaroba,Win,15,Lose,TRUE
15187,472,Tipster O,27/10/2015,Catterick,Deepsand,Win,17,Lose,TRUE
15188,473,Tipster O,27/10/2015,Catterick,Maoi Chinn Tire,Win,26,Win,TRUE
15189,474,Tipster O,27/10/2015,Lingfield,Oakbank,Win,29,Lose,TRUE
15190,475,Tipster O,28/10/2015,Nottingham,Janaab,Win,17,Lose,TRUE
15191,476,Tipster O,28/10/2015,Chelmsford,Upavon,Win,13,Lose,TRUE
15192,477,Tipster O,28/10/2015,Chelmsford,Thunder In Myheart,Win,17,Lose,TRUE
15193,478,Tipster O,28/10/2015,Kempton,Corporal Maddox,Win,21,Lose,TRUE
15194,479,Tipster O,28/10/2015,Kempton,Rakaan,Win,21,Lose,TRUE
15195,480,Tipster O,29/10/2015,Lingfield,Crowning Glory,Win,19,Lose,TRUE
15196,481,Tipster O,29/10/2015,Lingfield,Estibdaad,Win,34,Win,TRUE
15197,482,Tipster O,29/10/2015,Lingfield,Field Of Dream,Win,34,Lose,TRUE
15198,483,Tipster O,29/10/2015,Chelmsford,Viva Verglas,Win,26,Lose,TRUE
15199,484,Tipster O,29/10/2015,Chelmsford,Menelik,Win,13,Lose,TRUE
15200,485,Tipster O,30/10/2015,Newmarket,Chain Of Events,Win,29,Lose,TRUE
15201,486,Tipster O,30/10/2015,Newmarket,Emerahldz,Win,15,Lose,TRUE
15202,487,Tipster O,30/10/2015,Newmarket,Rite To Reign,Win,13,Lose,TRUE
15203,488,Tipster O,30/10/2015,Hamilton,Shamaheart,Win,15,Lose,TRUE
15204,489,Tipster O,30/10/2015,Wolverhampton,Idol Deputy,Win,19,Lose,TRUE
15205,490,Tipster O,31/10/2015,Newmarket,Justice Angel,Win,26,Lose,TRUE
15206,491,Tipster O,31/10/2015,Newmarket,Polar Forrest,Win,17,Lose,TRUE
15207,492,Tipster O,31/10/2015,Newmarket,Refuse Colette,Win,21,Lose,TRUE
15208,493,Tipster O,31/10/2015,Wolverhampton,Archimedes,Win,13,Lose,TRUE
15209,494,Tipster O,31/10/2015,Wolverhampton,For Shia And Lula,Win,19,Lose,TRUE
15210,495,Tipster O,01/11/2015,Carlisle,Quinto,Win,9,Lose,TRUE
15211,496,Tipster O,01/11/2015,Carlisle,Cultram Abbey,Win,11,Lose,TRUE
15212,497,Tipster O,01/11/2015,Carlisle,Mondlicht,Win,8.5,Lose,TRUE
15213,498,Tipster O,01/11/2015,Carlisle,Vintage Star,Win,11,Win,TRUE
15214,499,Tipster O,01/11/2015,Carlisle,Big Water,Win,19,Lose,TRUE
15215,500,Tipster O,02/11/2015,Plumpton,Normandy King,Win,29,Lose,TRUE
15216,501,Tipster O,02/11/2015,Kempton,Kilmurvy,Win,13,Lose,TRUE
15217,502,Tipster O,02/11/2015,Ludlow,Kerryhead Storm,Win,17,Lose,TRUE
15218,503,Tipster O,02/11/2015,Ludlow,Tangolan,Win,15,Lose,TRUE
15219,504,Tipster O,02/11/2015,Ludlow,Zama Zama,Win,6,Win,TRUE
15220,505,Tipster O,03/11/2015,SouthWell,Tsarglas,Win,17,Lose,TRUE
15221,506,Tipster O,03/11/2015,Wolverhampton,Clockmaker,Win,34,Lose,TRUE
15222,507,Tipster O,03/11/2015,Wolverhampton,Miss Lillie,Win,21,Lose,TRUE
15223,508,Tipster O,04/11/2015,Warwick,Dormouse,Win,21,Lose,TRUE
15224,509,Tipster O,04/11/2015,Warwick,Sergeant Dick,Win,13,Lose,TRUE
15225,510,Tipster O,05/11/2015,Market Rasen,Big Sound,Win,21,Lose,TRUE
15226,511,Tipster O,05/11/2015,Galway,Gallic Destiny,Win,15,Lose,TRUE
15227,512,Tipster O,05/11/2015,Musselburgh,Valleyofmilan,Win,9,Lose,TRUE
15228,513,Tipster O,05/11/2015,Towcester,Ruby Rambler,Win,19,Win,TRUE
15229,514,Tipster O,05/11/2015,Musselburgh,Artic Court,Win,21,Lose,TRUE
15230,515,Tipster O,06/11/2015,Musselburgh,Silver Duke,Win,13,Lose,TRUE
15231,516,Tipster O,06/11/2015,Musselburgh,Quito Du Tresor,Win,9,Lose,TRUE
15232,517,Tipster O,06/11/2015,Fontwell,Quieto Sol,Win,17,Lose,TRUE
15233,518,Tipster O,06/11/2015,Chelmsford,Pact,Win,67,Lose,TRUE
15234,519,Tipster O,06/11/2015,Chelmsford,New Rich,Win,12,Win,TRUE
15235,520,Tipster O,07/11/2015,Doncaster,Ground Dove,Win,11,Lose,TRUE
15236,521,Tipster O,07/11/2015,Doncaster,Zeeoneandonly,Win,21,Lose,TRUE
15237,522,Tipster O,07/11/2015,Doncaster,Farlow,Win,29,Lose,TRUE
15238,523,Tipster O,07/11/2015,Doncaster,Villa Royale,Win,62,Lose,TRUE
15239,524,Tipster O,07/11/2015,Doncaster,Khelman,Win,26,Lose,TRUE
15240,525,Tipster O,08/11/2015,Limerick,Slim Pickens,Win,11,Lose,TRUE
15241,526,Tipster O,08/11/2015,Sandown,Full Blast,Win,15,Lose,TRUE
15242,527,Tipster O,08/11/2015,Ffos Las,Tom Bach,Win,12,Lose,TRUE
15243,528,Tipster O,08/11/2015,Sandown,Pineau De Re,Win,13,Lose,TRUE
15244,529,Tipster O,08/11/2015,Sandown,You Say What,Win,21,Lose,TRUE
15245,530,Tipster O,09/11/2015,Kempton,Cranwell,Win,26,Lose,TRUE
15246,531,Tipster O,09/11/2015,Kempton,Jolievitsse,Win,23,Lose,TRUE
15247,532,Tipster O,09/11/2015,Kempton,Perfect Alchemy,Win,29,Lose,TRUE
15248,533,Tipster O,09/11/2015,Kempton,Biotic,Win,17,Lose,TRUE
15249,534,Tipster O,09/11/2015,Kempton,Blue Amazon,Win,17,Lose,TRUE
15250,535,Tipster O,10/11/2015,Wolverhampton,Maple Stirrup,Win,41,Lose,TRUE
15251,536,Tipster O,10/11/2015,Wolverhampton,Ormanumps,Win,21,Lose,TRUE
15252,537,Tipster O,10/11/2015,Wolverhampton,Sunblazer,Win,10,Win,TRUE
15253,538,Tipster O,10/11/2015,Wolverhampton,Major Muscari,Win,15,Lose,TRUE
15254,539,Tipster O,11/11/2015,Kempton,Louis Vee,Win,13,Lose,TRUE
15255,540,Tipster O,11/11/2015,Kempton,Desert Strike,Win,13,Lose,TRUE
15256,541,Tipster O,11/11/2015,Kempton,Lord Aslan,Win,11,Lose,TRUE
15257,542,Tipster O,11/11/2015,Kempton,Northman,Win,67,Lose,TRUE
15258,543,Tipster O,11/11/2015,Kempton,Rezwaan,Win,26,Lose,TRUE
15259,544,Tipster O,12/11/2015,SouthWell,Blades Lad,Win,11,Lose,TRUE
15260,545,Tipster O,12/11/2015,SouthWell,Flying Bear,Win,15,Lose,TRUE
15261,546,Tipster O,12/11/2015,Lingfield,Excelling Oscar,Win,21,Lose,TRUE
15262,547,Tipster O,12/11/2015,Chelmsford,Al.s Memory,Win,11,Lose,TRUE
15263,548,Tipster O,13/11/2015,Lingfield,Forceful Appeal,Win,21,Lose,TRUE
15264,549,Tipster O,13/11/2015,Lingfield,Spellmaker,Win,13,Lose,TRUE
15265,550,Tipster O,13/11/2015,Wolverhampton,Impediment,Win,19,Lose,TRUE
15266,551,Tipster O,13/11/2015,Wolverhampton,Hazely,Win,41,Lose,TRUE
15267,552,Tipster O,13/11/2015,Wolverhampton,Patron Of Explores,Win,21,Lose,TRUE
15268,553,Tipster O,14/11/2015,Lingfield,Grendisar,Win,11,Lose,TRUE
15269,554,Tipster O,14/11/2015,Wolverhampton,Sir Theodore,Win,23,Lose,TRUE
15270,555,Tipster O,14/11/2015,Wolverhampton,Insolenceofoffice,Win,23,Lose,TRUE
15271,556,Tipster O,14/11/2015,Wolverhampton,Cline,Win,21,Lose,TRUE
15272,557,Tipster O,15/11/2015,Fontwell,Reblis,Win,17,Lose,TRUE
15273,558,Tipster O,15/11/2015,Cheltenham,Valid Point,Win,23,Lose,TRUE
15274,559,Tipster O,15/11/2015,Cheltenham,Caius Marcius,Win,34,Lose,TRUE
15275,560,Tipster O,16/11/2015,Wolverhampton,Lady President,Win,10,Lose,TRUE
15276,561,Tipster O,16/11/2015,Wolverhampton,Four Nations,Win,17,Lose,TRUE
15277,562,Tipster O,16/11/2015,Wolverhampton,Love Marmalade,Win,17,Lose,TRUE
15278,563,Tipster O,16/11/2015,Wolverhampton,Moccasin,Win,13,Lose,TRUE
15279,564,Tipster O,17/11/2015,Lingfield,Ghostwriter,Win,29,Lose,TRUE
15280,565,Tipster O,17/11/2015,Lingfield,Guishan,Win,17,Lose,TRUE
15281,566,Tipster O,17/11/2015,Lingfield,Modernism,Win,15,Lose,TRUE
15282,567,Tipster O,17/11/2015,Lingfield,Chevise,Win,13,Lose,TRUE
15283,568,Tipster O,17/11/2015,Lingfield,Triple Dream,Win,13,Win,TRUE
15284,569,Tipster O,18/11/2015,Kempton,Third Rock,Win,29,Lose,TRUE
15285,570,Tipster O,18/11/2015,Kempton,Big Baz,Win,15,Win,TRUE
15286,571,Tipster O,18/11/2015,Kempton,Entihaa,Win,21,Lose,TRUE
15287,572,Tipster O,19/11/2015,Lingfield,Pimpernella,Win,51,Lose,TRUE
15288,573,Tipster O,19/11/2015,Lingfield,Tee It Up Tommo,Win,11,Lose,TRUE
15289,574,Tipster O,19/11/2015,Chelmsford,Baddilini,Win,21,Lose,TRUE
15290,575,Tipster O,19/11/2015,Chelmsford,Spiritual Star,Win,15,Lose,TRUE
15291,576,Tipster O,20/11/2015,Wolverhampton,Invectus Hero,Win,21,Lose,TRUE
15292,577,Tipster O,20/11/2015,Wolverhampton,La Estrella,Win,13,Lose,TRUE
15293,578,Tipster O,20/11/2015,Wolverhampton,Off The Pulse,Win,21,Lose,TRUE
15294,579,Tipster O,20/11/2015,Wolverhampton,Al Fatih,Win,21,Lose,TRUE
15295,580,Tipster O,21/11/2015,Lingfield,Chetan,Win,15,Lose,TRUE
15296,581,Tipster O,21/11/2015,Wolverhampton,Loumarin,Win,15,Win,TRUE
15297,582,Tipster O,21/11/2015,Wolverhampton,Vizier,Win,11,Lose,TRUE
15298,583,Tipster O,21/11/2015,Wolverhampton,Al Muheer,Win,21,Lose,TRUE
15299,584,Tipster O,21/11/2015,Wolverhampton,Available,Win,23,Lose,TRUE
15300,585,Tipster O,22/11/2015,Exeter,Strawberry Hill,Win,10,Lose,TRUE
15301,586,Tipster O,22/11/2015,Exeter,De Faoithesdream,Win,7,Win,TRUE
15302,587,Tipster O,22/11/2015,Exeter,Admiral Blake,Win,13,Lose,TRUE
15303,588,Tipster O,22/11/2015,Uttoxeter,Ambion Wood,Win,21,Lose,TRUE
15304,589,Tipster O,22/11/2015,Exeter,Oscar Prairie,Win,7.5,Lose,TRUE
15305,590,Tipster O,23/11/2015,Chelmsford,Lacan,Win,11,Lose,TRUE
15306,591,Tipster O,23/11/2015,Chelmsford,Mappin Time,Win,15,Lose,TRUE
15307,592,Tipster O,23/11/2015,Chelmsford,Kalk Bay,Win,21,Lose,TRUE
15308,593,Tipster O,23/11/2015,Chelmsford,Treasure The Ridge,Win,7,Lose,TRUE
15309,594,Tipster O,24/11/2015,SouthWell,Its All A Game,Win,19,Lose,TRUE
15310,595,Tipster O,24/11/2015,SouthWell,Singzak,Win,34,Lose,TRUE
15311,596,Tipster O,24/11/2015,Galway,Galvanize,Win,34,Lose,TRUE
15312,597,Tipster O,24/11/2015,SouthWell,Incomparable,Win,13,Lose,TRUE
15313,598,Tipster O,25/11/2015,Lingfield,Nachi Falls,Win,21,Lose,TRUE
15314,599,Tipster O,25/11/2015,Lingfield,Billy Red,Win,21,Lose,TRUE
15315,600,Tipster O,25/11/2015,Lingfield,Munsarim,Win,11,Lose,TRUE
15316,601,Tipster O,25/11/2015,Kempton,Pink Ribbon,Win,13,Lose,TRUE
15317,602,Tipster O,25/11/2015,Kempton,Hedge End,Win,17,Lose,TRUE
15318,603,Tipster O,26/11/2015,SouthWell,Alpha Tauri,Win,29,Lose,TRUE
15319,604,Tipster O,26/11/2015,SouthWell,Ravens Quest,Win,17,Lose,TRUE
15320,605,Tipster O,26/11/2015,SouthWell,Monsieur Jimmy,Win,13,Lose,TRUE
15321,606,Tipster O,26/11/2015,Chelmsford,Swiss Cross,Win,15,Lose,TRUE
15322,607,Tipster O,26/11/2015,Chelmsford,Mishrif,Win,17,Lose,TRUE
15323,608,Tipster O,27/11/2015,Wolverhampton,Castlerea Tess,Win,21,Lose,TRUE
15324,609,Tipster O,27/11/2015,Wolverhampton,Interchoice Star,Win,34,Lose,TRUE
15325,610,Tipster O,27/11/2015,Wolverhampton,Ad Vitam,Win,23,Win,TRUE
15326,611,Tipster O,27/11/2015,Wolverhampton,Dolphin Village,Win,17,Lose,TRUE
15327,612,Tipster O,28/11/2015,Wolverhampton,Aqua Ardens,Win,19,Lose,TRUE
15328,613,Tipster O,28/11/2015,Wolverhampton,Little Big Man,Win,17,Lose,TRUE
15329,614,Tipster O,28/11/2015,Wolverhampton,Voices Of Kings,Win,26,Lose,TRUE
15330,615,Tipster O,28/11/2015,Wolverhampton,Luv U Whatever,Win,19,Lose,TRUE
15331,616,Tipster O,28/11/2015,Wolverhampton,Goden Thread,Win,21,Lose,TRUE
15332,617,Tipster O,28/11/2015,Wolverhampton,Overrider,Win,21,Lose,TRUE
15333,618,Tipster O,29/11/2015,Leicester,Expedite,Win,78,Lose,TRUE
15334,619,Tipster O,29/11/2015,Leicester,Definitely Better,Win,17,Lose,TRUE
15335,620,Tipster O,03/12/2015,Kempton,Inswing,Win,17,Lose,TRUE
15336,621,Tipster O,03/12/2015,Kempton,Smugglers Lane,Win,26,Lose,TRUE
15337,622,Tipster O,04/12/2015,Wolverhampton,Renege,Win,54,Lose,TRUE
15338,623,Tipster O,04/12/2015,Wolverhampton,Outback Blue,Win,19,Lose,TRUE
15339,624,Tipster O,04/12/2015,Wolverhampton,Filament Of Gold,Win,41,Lose,TRUE
15340,625,Tipster O,04/12/2015,Wolverhampton,Billyoakes,Win,11,Lose,TRUE
15341,626,Tipster O,05/12/2015,Wolverhampton,Sign Of The Kodiac,Win,13,Lose,TRUE
15342,627,Tipster O,05/12/2015,Wolverhampton,Vizier,Win,11,Lose,TRUE
15343,628,Tipster O,07/12/2015,Chelmsford,King Of Spin,Win,21,Lose,TRUE
15344,629,Tipster O,07/12/2015,Lingfield,Maiden Approach,Win,29,Lose,TRUE
15345,630,Tipster O,07/12/2015,Chelmsford,Order Of Service,Win,21,Lose,TRUE
15346,631,Tipster O,07/12/2015,Chelmsford,Bint Dandy,Win,15,Lose,TRUE
15347,632,Tipster O,07/12/2015,Chelmsford,Attain,Win,13,Lose,TRUE
15348,633,Tipster O,08/12/2015,SouthWell,Luath,Win,41,Lose,TRUE
15349,634,Tipster O,08/12/2015,SouthWell,Tsarglas,Win,34,Lose,TRUE
15350,635,Tipster O,08/12/2015,SouthWell,Monsieur Jimmy,Win,29,Lose,TRUE
15351,636,Tipster O,08/12/2015,SouthWell,Lucky Mark,Win,17,Lose,TRUE
15352,637,Tipster O,08/12/2015,SouthWell,La Estrella,Win,7,Lose,TRUE
15353,638,Tipster O,09/12/2015,Lingfield,Shyron,Win,15,Lose,TRUE
15354,639,Tipster O,09/12/2015,Kempton,Ghostwriter,Win,26,Lose,TRUE
15355,640,Tipster O,09/12/2015,Kempton,Custard The Dragon,Win,17,Lose,TRUE
15356,641,Tipster O,10/12/2015,Punchestown,Winter Magic,Win,12,Win,TRUE
15357,642,Tipster O,10/12/2015,Chelmsford,Lunar Deity,Win,34,Lose,TRUE
15358,643,Tipster O,11/12/2015,Cheltenham,Kayf Blanco,Win,12,Lose,TRUE
15359,644,Tipster O,11/12/2015,Wolverhampton,Marmalad,Win,11,Lose,TRUE
15360,645,Tipster O,11/12/2015,Dundalk,Our Manekineko,Win,21,Lose,TRUE
15361,646,Tipster O,11/12/2015,Dundalk,Split The Atom,Win,7,Win,TRUE
15362,647,Tipster O,11/12/2015,Dundalk,Fairy Foxglove,Win,21,Lose,TRUE
15363,648,Tipster O,12/12/2015,SouthWell,Come On Dave,Win,13,Lose,TRUE
15364,649,Tipster O,12/12/2015,Wolverhampton,Anonymous John,Win,9,Lose,TRUE
15365,650,Tipster O,12/12/2015,Wolverhampton,Goldmadchen,Win,26,Lose,TRUE
15366,651,Tipster O,14/12/2015,Wolverhampton,Noguchi,Win,19,Lose,TRUE
15367,652,Tipster O,14/12/2015,Wolverhampton,Star Links,Win,19,Lose,TRUE
15368,653,Tipster O,15/12/2015,Kempton,Bogardus,Win,15,Win,TRUE
15369,654,Tipster O,15/12/2015,SouthWell,Oscars Journey,Win,15,Lose,TRUE
15370,655,Tipster O,15/12/2015,Kempton,Taajub,Win,12,Lose,TRUE
15371,656,Tipster O,15/12/2015,Carlisle,Abi Scarlet,Win,7,Lose,TRUE
15372,657,Tipster O,17/12/2015,SouthWell,Curzon Line,Win,29,Lose,TRUE
15373,658,Tipster O,18/12/2015,Dundalk,Neds Indian,Win,26,Lose,TRUE
15374,659,Tipster O,20/12/2015,Lingfield,Giantstepsahead,Win,15,Lose,TRUE
15375,660,Tipster O,22/12/2015,Wolverhampton,Seve,Win,23,Win,TRUE
15376,661,Tipster O,02/01/2016,Chelmsford,Lunar Deity,Win,21,Win,TRUE
15377,662,Tipster O,04/01/2016,Wolverhampton,Mr Red Clubs,Win,17,Lose,TRUE
15378,663,Tipster O,07/01/2016,Lingfield,Estibdaad,Win,17,Lose,TRUE
15379,664,Tipster O,14/01/2016,Chelmsford,Until Midnight,Win,12,Win,TRUE
15380,665,Tipster O,20/01/2016,Lingfield,Maverik,Win,21,Lose,TRUE
15381,666,Tipster O,23/01/2016,Lingfield,Threebagsue,Win,13,Lose,TRUE
15382,667,Tipster O,23/01/2016,Lingfield,Apache Glory,Win,15,Lose,TRUE
15383,668,Tipster O,04/02/2016,SouthWell,Sir Geoffrey,Win,6.5,Lose,TRUE
15384,669,Tipster O,05/02/2016,Lingfield,Two In The Pink,Win,17,Lose,TRUE
15385,670,Tipster O,05/02/2016,Wolverhampton,Quality Art,Win,10,Lose,TRUE
15386,671,Tipster O,06/02/2016,Lingfield,Rivellino,Win,15,Win,TRUE
15387,672,Tipster O,06/02/2016,Sandown,Saroque,Win,7,Lose,TRUE
15388,673,Tipster O,08/02/2016,Wolverhampton,Horsted Keynes,Win,21,Lose,TRUE
15389,674,Tipster O,15/02/2016,Wolverhampton,Mercury,Win,13,Lose,TRUE
15390,675,Tipster O,20/02/2016,Lingfield,Best Trip,Win,17,Lose,TRUE
15391,676,Tipster O,22/02/2016,Wolverhampton,Mr Shekells,Win,17,Lose,TRUE
15392,677,Tipster O,29/02/2016,Plumpton,Austin Friars,Win,90,Lose,TRUE
15393,678,Tipster O,29/02/2016,Plumpton,Ginnys Tonic,Win,15,Lose,TRUE
15394,679,Tipster O,02/03/2016,Wolverhampton,Je Taime Encore,Win,21,Lose,TRUE
15395,680,Tipster O,02/03/2016,Kempton,Embankment,Win,13,Lose,TRUE
15396,681,Tipster O,02/03/2016,Kempton,Gaelic Silver,Win,13,Lose,TRUE
15397,682,Tipster O,02/03/2016,Kempton,Major Valentine,Win,15,Lose,TRUE
15398,683,Tipster O,03/03/2016,SouthWell,Men United,Win,17,Lose,TRUE
15399,684,Tipster O,03/03/2016,SouthWell,Colourbearer,Win,13,Lose,TRUE
15400,685,Tipster O,03/03/2016,SouthWell,Lawyer,Win,11,Lose,TRUE
15401,686,Tipster O,04/03/2016,Lingfield,Lexington Times,Win,17,Lose,TRUE
15402,687,Tipster O,04/03/2016,Newbury,Badgers Cove,Win,21,Lose,TRUE
15403,688,Tipster O,06/03/2016,Huntingdon,Friendly Society,Win,26,Lose,TRUE
15404,689,Tipster O,07/03/2016,Wolverhampton,Outlaw Torn,Win,26,Lose,TRUE
15405,690,Tipster O,08/03/2016,SouthWell,Black Dave,Win,19,Lose,TRUE
15406,691,Tipster O,09/03/2016,Lingfield,Topaling,Win,21,Lose,TRUE
15407,692,Tipster O,10/03/2016,Carlisle,Glacial Rock,Win,17,Lose,TRUE
15408,693,Tipster O,10/03/2016,SouthWell,Black Vale,Win,17,Lose,TRUE
15409,694,Tipster O,10/03/2016,Chelmsford,Yul Finegold,Win,26,Lose,TRUE
15410,695,Tipster O,11/03/2016,Chelmsford,Pucon,Win,26,Lose,TRUE
15411,696,Tipster O,12/03/2016,Sandown,Rayvin Black,Win,13,Lose,TRUE
15412,697,Tipster O,12/03/2016,Wolverhampton,Gabrial The Terror,Win,21,Lose,TRUE
15413,698,Tipster O,13/03/2016,Warwick,Incentivise,Win,15,Win,TRUE
15414,699,Tipster O,14/03/2016,Taunton,Amber Alert,Win,15,Lose,TRUE
15415,700,Tipster O,15/03/2016,Cheltenham,Peace And Co,Win,23,Lose,TRUE
15416,701,Tipster O,15/03/2016,Cheltenham,Vieux Lion Rouge,Win,29,Lose,TRUE
15417,702,Tipster O,15/03/2016,Cheltenham,Gitane Du Berlais,Win,34,Lose,TRUE
15418,703,Tipster O,16/03/2016,SouthWell,Best Tamayuz,Win,13,Lose,TRUE
15419,704,Tipster O,17/03/2016,Chelmsford,Alhella,Win,26,Lose,TRUE
15420,705,Tipster O,18/03/2016,Lingfield,Mulled Wine,Win,41,Lose,TRUE
15421,706,Tipster O,18/03/2016,Fakenham,Arroyeau,Win,101,Lose,TRUE
15422,707,Tipster O,18/03/2016,Lingfield,Red Ruffian,Win,21,Lose,TRUE
15423,708,Tipster O,19/03/2016,Kempton,Salmanazar,Win,26,Lose,TRUE
15424,709,Tipster O,19/03/2016,Kempton,Tower Of Allen,Win,21,Lose,TRUE
15425,710,Tipster O,19/03/2016,Wolverhampton,Capo Rosso,Win,15,Lose,TRUE
15426,711,Tipster O,19/03/2016,Wolverhampton,Ballyfarsoon,Win,21,Lose,TRUE
15427,712,Tipster O,20/03/2016,Ffos Las,Driftashore,Win,34,Win,TRUE
15428,713,Tipster O,21/03/2016,Kelso,Baby Ticker,Win,41,Lose,TRUE
15429,714,Tipster O,21/03/2016,SouthWell,Somchine,Win,12,Lose,TRUE
15430,715,Tipster O,21/03/2016,Kelso,Yorkist,Win,6,Lose,TRUE
15431,716,Tipster O,22/03/2016,Wetherby,Weston Flame,Win,21,Lose,TRUE
15432,717,Tipster O,22/03/2016,Exeter,Tokyo Javilex,Win,23,Lose,TRUE
15433,718,Tipster O,23/03/2016,SouthWell,Khajaaly,Win,17,Lose,TRUE
15434,719,Tipster O,23/03/2016,SouthWell,Sleepy Blue Ocean,Win,11,Win,TRUE
15435,720,Tipster O,24/03/2016,Chepstow,Acapulco Bay,Win,17,Lose,TRUE
15436,721,Tipster O,24/03/2016,Wolverhampton,Mostashreqah,Win,34,Lose,TRUE
